Start 5h:51m:20s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s]
55.150,          ,   9.31,  -0.57,   0.89,     9.06,    34.62,    10.25
55.155,          ,   8.93,  -0.46,   1.54,     9.06,    34.62,    10.25
55.160,          ,   8.73,  -0.50,   1.86,     9.12,    32.00,     9.31
55.165,          ,   8.73,  -0.50,   1.86,     9.12,    32.00,     9.31
55.170,          ,   9.01,  -0.66,   1.89,    11.44,    23.50,    10.44
55.180,          ,   9.01,  -0.66,   1.89,    11.44,    23.50,    10.44
55.185,          ,   8.98,  -0.86,   1.12,    13.56,    19.50,    13.06
55.190,          ,   8.98,  -0.86,   1.12,    13.56,    19.50,    13.06
55.195,          ,   8.92,  -0.91,   1.38,    14.69,    18.00,    14.38
55.200,          ,   8.92,  -0.91,   1.38,    14.69,    18.00,    14.38
55.205,          ,   9.16,  -0.98,   1.82,    16.31,    11.19,    15.00
55.210,          ,   9.16,  -0.98,   1.82,    16.31,    11.19,    15.00
55.215,          ,   9.36,  -0.98,   2.05,    17.69,     9.38,    15.88
55.220,          ,   9.36,  -0.98,   2.05,    17.69,     9.38,    15.88
55.240,          ,   9.46,  -0.79,   1.84,    18.50,    13.62,    15.62
55.245,          ,   9.58,  -0.84,   1.62,    15.38,    11.81,    14.62
55.255,          ,   9.32,  -1.13,   1.80,    11.00,    10.69,    14.62
55.260,          ,   9.32,  -1.13,   1.80,    11.00,    10.69,    14.62
55.265,          ,   9.27,  -1.21,   1.90,     7.94,     8.81,    15.31
55.270,          ,   9.27,  -1.21,   1.90,     7.94,     8.81,    15.31
55.275,          ,   9.29,  -1.17,   1.99,     7.38,     5.88,    15.75
55.280,          ,   9.29,  -1.17,   1.99,     7.38,     5.88,    15.75
55.285,          ,   9.45,  -1.06,   2.07,     7.75,     3.56,    15.25
55.290,          ,   9.45,  -1.06,   2.07,     9.94,     6.12,    14.06
55.295,          ,   9.51,  -0.83,   1.89,     9.94,     6.12,    14.06
55.300,          ,   9.51,  -0.83,   1.89,    13.06,    11.19,    12.62
55.305,          ,   9.38,  -0.79,   1.85,    13.06,    11.19,    12.62
55.310,          ,   9.38,  -0.79,   1.85,    16.62,    11.31,    10.69
55.315,          ,   9.39,  -0.78,   1.97,    16.62,    11.31,    10.69
55.320,          ,   9.47,  -0.92,   2.03,    20.31,    11.75,     8.94
55.330,          ,   9.47,  -0.92,   2.03,    20.31,    11.75,     8.94
55.335,          ,   9.18,  -1.05,   2.05,    21.00,    14.62,     8.44
55.340,          ,   9.18,  -1.05,   2.05,    21.00,    14.62,     8.44
55.345,          ,   8.78,  -0.91,   2.05,    20.75,    18.38,     8.19
55.350,          ,   8.78,  -0.91,   2.05,    22.00,    21.56,     7.06
55.355,          ,   8.58,  -0.67,   1.76,    22.00,    21.56,     7.06
55.360,          ,   8.58,  -0.67,   1.76,    22.00,    21.56,     7.06
55.365,          ,   8.32,  -0.47,   1.44,    20.88,    24.44,     4.56
55.370,          ,   8.32,  -0.47,   1.44,    20.88,    24.44,     4.56
55.375,          ,   8.36,  -0.14,   1.55,    18.88,    20.62,     2.06
55.380,          ,   8.36,  -0.14,   1.55,    17.00,    13.94,     0.44
55.400,          ,   8.44,  -0.22,   1.64,    17.00,    13.94,     0.44
55.405,          ,   8.93,  -0.57,   1.82,    14.75,    -0.88,    -1.06
55.410,          ,   9.34,  -0.74,   1.89,    14.75,    -3.88,    -1.25
55.415,          ,   9.34,  -0.74,   1.89,    14.75,    -3.88,    -1.25
55.420,          ,   9.35,  -0.85,   1.77,    13.62,    -2.12,    -1.56
55.430,          ,   9.35,  -0.85,   1.77,    13.62,    -2.12,    -1.56
55.435,          ,   9.27,  -0.86,   1.79,    12.62,     1.38,    -1.81
55.440,          ,   9.27,  -0.86,   1.79,    12.62,     1.38,    -1.81
55.445,          ,   9.31,  -0.75,   2.04,    11.94,     3.00,    -1.75
55.450,          ,   9.31,  -0.75,   2.04,    10.88,     4.25,    -1.81
55.455,          ,   9.33,  -0.51,   2.25,    10.88,     4.25,    -1.81
55.460,          ,   9.33,  -0.51,   2.25,    10.88,     4.25,    -1.81
55.465,          ,   9.21,  -0.50,   2.19,     9.25,     5.62,    -1.75
55.470,          ,   9.21,  -0.50,   2.19,     9.25,     5.62,    -1.75
55.475,          ,   9.17,  -0.63,   2.22,     6.62,     3.25,    -2.06
55.485,          ,   8.96,  -0.75,   2.11,     3.56,     0.06,    -2.31
55.490,          ,   8.96,  -0.75,   2.11,     3.56,     0.06,    -2.31
55.495,          ,   8.97,  -0.75,   2.23,     0.44,    -2.19,    -2.75
55.500,          ,   8.97,  -0.75,   2.23,    -1.81,    -5.81,    -2.88
55.505,          ,   9.01,  -0.72,   2.34,    -1.81,    -5.81,    -2.88
55.510,          ,   9.01,  -0.72,   2.34,    -3.38,    -5.38,    -3.06
55.515,          ,   8.91,  -0.64,   2.28,    -3.38,    -5.38,    -3.06
55.520,          ,   8.91,  -0.64,   2.28,    -3.38,    -2.06,    -3.88
55.525,          ,   8.83,  -0.57,   2.05,    -3.38,    -2.06,    -3.88
55.530,          ,   8.87,  -0.77,   2.02,    -3.31,    -0.94,    -5.00
55.540,          ,   8.87,  -0.77,   2.02,    -3.31,    -0.94,    -5.00
55.545,          ,   8.90,  -1.02,   2.27,    -4.50,    -3.50,    -5.62
55.550,          ,   8.90,  -1.02,   2.27,    -4.50,    -3.50,    -5.62
55.565,          ,   9.10,  -1.20,   2.53,    -6.56,   -11.19,    -5.56
55.570,          ,   9.71,  -1.17,   2.01,    -3.75,   -10.75,    -2.81
55.580,          ,   9.71,  -1.17,   2.01,    -3.75,   -10.75,    -2.81
55.585,          ,   9.55,  -0.95,   1.49,    -1.38,     3.50,    -3.31
55.590,          ,   9.55,  -0.95,   1.49,    -1.38,     3.50,    -3.31
55.595,          ,   9.24,  -0.77,   1.66,     0.50,     9.31,    -4.75
